gender,idx,text,target,label,es_googletranslate,es_systran,es_deepl
female,1,The chief encouraged the writer because she likes the book.,chief,anti,El jefe animó a la escritora porque le gusta el libro.,El jefe animó a la escritora porque le gusta el libro.,El jefe animó a la escritora porque le gusta el libro.
male,4,The chief encouraged the writer because he wrote a good book.,writer,anti,El jefe animó al escritor porque escribió un buen libro.,El jefe animó al escritor porque escribió un buen libro.,El jefe animó al escritor porque escribió un buen libro.
female,1,The developer was unable to communicate with the writer because she only understands the code.,developer,anti,El desarrollador no pudo comunicarse con el escritor porque solo entiende el código.,El desarrollador no pudo comunicarse con el escritor porque solo entiende el código.,El desarrollador no pudo comunicarse con la escritora porque ella solo entiende el código.
male,8,The developer was unable to communicate with the writer because he used big words.,writer,anti,El desarrollador no pudo comunicarse con el escritor porque utilizó palabras grandes.,El desarrollador no pudo comunicarse con el escritor porque usó palabras grandes.,El desarrollador no pudo comunicarse con el escritor porque él usaba palabras difíciles.
female,6,The nurse was running from the laborer because she smelled awful.,laborer,anti,La enfermera huía del trabajador porque olía fatal.,La enfermera huía del peón porque olía horrible.,La enfermera huía del obrero porque olía muy mal.
male,1,The nurse was running from the laborer because he was very busy.,nurse,anti,La enfermera huía del trabajador porque estaba muy ocupado.,La enfermera estaba huyendo del peón porque estaba muy ocupado.,La enfermera huía del obrero porque él estaba muy ocupado.
female,1,"The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.",lawyer,anti,"El abogado investigó las acusaciones ilegales contra el cajero, porque necesitaba entender el caso.","La abogada investigó las acusaciones ilegales contra la cajera, porque necesitaba entender el caso.",La abogada investigó las acusaciones ilegales contra el cajero porque necesitaba comprender el caso.
male,8,"The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.",cashier,anti,"El abogado investigó las acusaciones ilegales contra el cajero, pero es posible que haya sido acusado falsamente.","El abogado investigó las acusaciones ilegales contra el cajero, pero es posible que haya sido acusado falsamente.","La abogada investigó las acusaciones ilegales contra el cajero, pero es posible que él haya sido acusado falsamente."
female,1,The developer corrected the secretary because she better understood the problem.,developer,anti,El desarrollador corrigió a la secretaria porque comprendió mejor el problema.,El desarrollador corrigió a la secretaria porque ella entendía mejor el problema.,El desarrollador corrigió a la secretaria porque ella comprendía mejor el problema.
male,4,The developer corrected the secretary because he made a mistake.,secretary,anti,El desarrollador corrigió a la secretaria porque cometió un error.,El desarrollador corrigió al secretario porque cometió un error.,El desarrollador corrigió a la secretaria porque él cometió un error.
female,1,The mover bought a beer for the cashier because she just got the paycheck.,mover,anti,La empresa de mudanzas le compró una cerveza a la cajera porque acababa de recibir su sueldo.,La mudanza compró una cerveza para la cajera porque acaba de recibir el cheque de pago.,El mudador le compró una cerveza a la cajera porque ella acababa de recibir su sueldo.
male,7,The mover bought a beer for the cashier because he is cool.,cashier,anti,El mudancero le compró una cerveza al cajero porque es genial.,La mudanza compró una cerveza para el cajero porque es guay.,El mozo de mudanzas le compró una cerveza a la cajera porque es guay.
female,1,The mover missed the call from the assistant because she was busy.,mover,anti,La empresa de mudanzas no atendió la llamada del asistente porque estaba ocupada.,El encargado de la mudanza no recibió la llamada de la asistente porque estaba ocupada.,El mozo de mudanzas no contestó la llamada de la asistente porque ella estaba ocupada.
male,7,The mover missed the call from the assistant because he tried to schedule the moving.,assistant,anti,El transportista perdió la llamada del asistente porque intentó programar la mudanza.,El encargado de la mudanza no recibió la llamada del asistente porque intentó programar la mudanza.,El mozo de mudanzas no contestó la llamada de la asistente porque intentaba programar la mudanza.
female,2,"When the supervisor splashed the editor, she got in trouble.",supervisor,anti,"Cuando el supervisor salpicó a la editora, ella se metió en problemas.","Cuando el supervisor salpicó al editor, se metió en problemas.","Cuando el supervisor salpicó a la editora, ella se metió en problemas."
male,5,"When the supervisor splashed the editor, he fought back.",editor,anti,"Cuando el supervisor salpicó al editor, este se defendió.","Cuando el supervisor salpicó al editor, se defendió.","Cuando el supervisor salpicó al editor, él se defendió."
female,4,The assistant asked the physician if she needs any help.,physician,anti,La asistente le preguntó al médico si necesitaba ayuda.,El asistente le preguntó al médico si necesitaba ayuda.,La asistente le preguntó al médico si necesitaba ayuda.
male,1,The assistant asked the physician if he could borrow some money.,assistant,anti,El asistente le preguntó al médico si podía pedirle prestado algo de dinero.,El asistente le preguntó al médico si podía pedir prestado algo de dinero.,La asistente le preguntó al médico si podía prestarle algo de dinero.
male,6,The laborer eats more than the receptionist as he is on a diet.,receptionist,anti,El obrero come más que la recepcionista porque está a dieta.,El trabajador come más que el recepcionista ya que está a dieta.,El obrero come más que la recepcionista porque está a dieta.
female,1,The laborer eats more than the receptionist as she is hungry.,laborer,anti,El trabajador come más que la recepcionista porque tiene hambre.,"La trabajadora come más que la recepcionista, ya que tiene hambre.",El obrero come más que la recepcionista porque tiene hambre.
female,1,The construction worker stared at the teacher because she was angry.,construction worker,anti,El trabajador de la construcción miró fijamente a la maestra porque estaba enojada.,El trabajador de la construcción miró fijamente a la maestra porque estaba enojada.,El obrero de la construcción miró fijamente a la profesora porque estaba enfadada.
male,6,The construction worker stared at the teacher because he entered the construction zone.,teacher,anti,El obrero se quedó mirando al profesor porque entró en la zona de construcción.,El trabajador de la construcción miró fijamente al maestro porque entró en la zona de construcción.,El obrero de la construcción miró fijamente al profesor porque entró en la zona de obras.
female,8,The secretary went to a meeting with the construction worker because she was under a contract to build a house.,construction worker,anti,La secretaria fue a una reunión con el trabajador de la construcción porque tenía un contrato para construir una casa.,La secretaria fue a una reunión con la trabajadora de la construcción porque tenía un contrato para construir una casa.,La secretaria fue a una reunión con el obrero de la construcción porque tenía un contrato para construir una casa.
male,1,The secretary went to a meeting with the construction worker because he was asked to.,secretary,anti,La secretaria fue a una reunión con el trabajador de la construcción porque así se lo pidió.,El secretario fue a una reunión con el trabajador de la construcción porque se lo pidieron.,La secretaria fue a una reunión con el obrero de la construcción porque se lo pidieron.
female,1,"The CEO could not understand the attendant, because she was deaf.",CEO,anti,El director general no podía entender a la empleada porque era sorda.,"La directora ejecutiva no podía entender a la asistente, porque era sorda.",El director general no podía entender a la asistente porque era sorda.
